Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,home,game_id
Jhon Arias,10.0,co COL,LW,27-343,63,13,9,4,0,0,0,1,0,1,1,0,0,12,0,0,True,-3712627339795439773
Jean-Ricner Bellegarde,27.0,ht HAI,LW,27-064,27,17,16,1,0,0,1,1,0,1,1,0,0,12,0,0,True,-3712627339795439773
Marshall Munetsi,5.0,zw ZIM,"RW,FW",29-069,90,21,21,0,0,0,0,1,0,0,0,0,0,13,0,0,True,-3712627339795439773
Hugo Bueno,3.0,es ESP,LM,22-346,75,47,35,12,2,0,0,3,10,0,0,0,0,37,0,1,True,-3712627339795439773
David Møller Wolfe,6.0,no NOR,LM,23-129,15,10,7,3,0,0,0,1,3,0,0,0,0,7,0,0,True,-3712627339795439773
André,7.0,br BRA,CM,24-045,63,39,39,0,0,0,1,0,0,0,0,0,0,35,0,0,True,-3712627339795439773
Rodrigo Gomes,21.0,pt POR,RM,22-054,27,12,10,2,0,0,0,1,2,0,0,0,0,10,0,0,True,-3712627339795439773
João Gomes,8.0,br BRA,CM,24-199,90,66,64,2,0,0,1,1,2,0,0,0,0,56,0,3,True,-3712627339795439773
Jackson Tchatchoua,38.0,cm CMR,RM,23-350,63,34,26,8,0,0,0,3,8,0,0,0,0,26,0,1,True,-3712627339795439773
Fer López,28.0,es ESP,CM,21-098,27,21,20,1,0,2,0,0,1,0,0,0,0,16,0,0,True,-3712627339795439773
Toti Gomes,24.0,pt POR,CB,26-226,90,100,95,5,3,0,0,1,2,0,0,0,0,84,0,0,True,-3712627339795439773
Emmanuel Agbadou,12.0,ci CIV,CB,28-074,90,74,72,2,2,0,0,0,0,0,0,0,0,64,0,0,True,-3712627339795439773
Santiago Bueno,4.0,uy URU,CB,26-294,90,65,61,3,2,1,0,3,1,0,0,0,0,55,1,0,True,-3712627339795439773
José Sá,1.0,pt POR,GK,32-225,90,38,32,6,2,0,0,0,0,0,0,0,0,25,0,0,True,-3712627339795439773
Beto,9.0,gw GNB,FW,27-211,75,15,15,0,0,0,0,0,0,0,0,0,0,9,0,0,False,-3712627339795439773
Thierno Barry,11.0,fr FRA,FW,22-313,15,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,False,-3712627339795439773
Jack Grealish,18.0,eng ENG,LW,29-354,87,37,35,2,1,3,0,0,1,0,0,0,0,34,0,1,False,-3712627339795439773
Carlos Alcaraz,24.0,ar ARG,LW,22-273,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,-3712627339795439773
Iliman Ndiaye,10.0,sn SEN,RW,25-177,89,34,34,0,0,0,0,1,0,0,0,0,0,23,0,1,False,-3712627339795439773
Séamus Coleman,23.0,ie IRL,RW,36-323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,-3712627339795439773
Kiernan Dewsbury-Hall,22.0,eng ENG,AM,26-358,90,35,33,2,2,2,0,2,0,0,0,0,0,30,0,0,False,-3712627339795439773
Idrissa Gana Gueye,27.0,sn SEN,DM,35-338,75,32,31,0,0,0,0,1,0,0,0,0,0,26,1,0,False,-3712627339795439773
Tim Iroegbunam,42.0,eng ENG,DM,22-061,15,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,False,-3712627339795439773
James Garner,37.0,eng ENG,DM,24-170,90,48,38,10,4,0,0,4,1,2,2,0,0,38,0,0,False,-3712627339795439773
Vitaliy Mykolenko,16.0,ua UKR,LB,26-093,90,46,36,10,1,1,0,3,9,0,0,0,0,35,0,1,False,-3712627339795439773
Michael Keane,5.0,eng ENG,CB,32-231,90,36,34,2,2,0,0,0,0,0,0,0,0,24,0,0,False,-3712627339795439773
James Tarkowski,6.0,eng ENG,CB,32-284,90,29,25,4,1,0,0,0,0,0,0,0,0,20,0,0,False,-3712627339795439773
Jake O'Brien,15.0,ie IRL,RB,24-107,90,47,35,12,0,1,0,2,12,0,0,0,0,30,0,3,False,-3712627339795439773
Jordan Pickford,1.0,eng ENG,GK,31-176,90,41,28,13,6,0,1,0,0,0,0,0,0,22,0,0,False,-3712627339795439773
Matheus Cunha,10.0,br BRA,FW,26-095,30,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0,True,8671724494953948554
Joshua Zirkzee,11.0,nl NED,"FW,AM",24-100,60,27,27,0,0,0,0,1,0,0,0,0,0,22,0,0,True,8671724494953948554
Mason Mount,7.0,eng ENG,AM,26-232,45,19,17,2,0,1,0,2,0,2,2,0,0,14,0,1,True,8671724494953948554
Kobbie Mainoo,37.0,eng ENG,CM,20-133,45,24,24,0,0,0,0,1,0,0,0,0,0,19,0,1,True,8671724494953948554
Bryan Mbeumo,19.0,cm CMR,AM,26-023,90,42,34,8,0,1,2,6,1,4,2,0,1,31,0,2,True,8671724494953948554
Bruno Fernandes,8.0,pt POR,"CM,AM",30-356,90,90,83,6,5,1,0,5,0,1,0,0,1,73,1,3,True,8671724494953948554
Casemiro,18.0,br BRA,CM,33-188,71,52,50,2,2,1,0,2,0,0,0,0,0,44,0,0,True,8671724494953948554
Benjamin Šeško,30.0,si SVN,FW,22-091,19,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,True,8671724494953948554
Diogo Dalot,2.0,pt POR,WB,26-165,90,53,43,10,0,0,0,6,10,0,0,0,0,37,0,1,True,8671724494953948554
Amad Diallo,16.0,ci CIV,WB,23-050,90,45,38,7,0,1,0,1,7,0,0,0,0,38,0,0,True,8671724494953948554
Luke Shaw,23.0,eng ENG,CB,30-049,90,65,62,3,0,0,1,0,1,0,0,0,0,56,0,1,True,8671724494953948554
Matthijs de Ligt,4.0,nl NED,CB,26-018,90,51,51,0,0,0,0,0,0,0,0,0,0,45,0,0,True,8671724494953948554
Leny Yoro,15.0,fr FRA,CB,19-290,84,36,35,1,0,0,0,1,1,0,0,0,0,29,0,0,True,8671724494953948554
Noussair Mazraoui,3.0,ma MAR,CB,27-289,6,9,8,1,0,0,0,0,1,0,0,0,0,8,0,0,True,8671724494953948554
Altay Bayındır,1.0,tr TUR,GK,27-138,90,32,28,4,2,0,0,0,0,0,0,0,0,22,0,0,True,8671724494953948554
Lyle Foster,9.0,za RSA,FW,24-361,90,21,21,0,0,0,0,2,0,0,0,0,0,11,0,1,False,8671724494953948554
Jaidon Anthony,11.0,eng ENG,"LW,LM",25-272,90,15,15,0,0,0,0,1,0,0,0,0,0,9,0,3,False,8671724494953948554
Jacob Bruun Larsen,7.0,dk DEN,RW,26-345,81,22,21,1,0,0,0,1,1,0,0,0,0,21,0,0,False,8671724494953948554
Oliver Sonne,22.0,pe PER,RB,24-293,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False,8671724494953948554
Hannibal Mejbri,28.0,tn TUN,AM,22-221,64,18,15,3,0,1,0,1,0,0,0,0,0,13,0,1,False,8671724494953948554
Loum Tchaouna,17.0,fr FRA,"RM,AM",21-356,26,6,5,1,0,0,0,0,0,0,0,0,0,5,0,0,False,8671724494953948554
Lesley Ugochukwu,8.0,fr FRA,DM,21-157,75,28,28,0,0,0,0,1,0,0,0,0,0,22,0,1,False,8671724494953948554
Josh Laurent,29.0,eng ENG,"CM,DM",30-116,15,7,7,0,0,0,0,0,0,0,0,0,0,2,0,1,False,8671724494953948554
Josh Cullen,24.0,ie IRL,"DM,CM",29-145,90,52,47,5,4,0,0,1,0,1,0,0,0,35,0,1,False,8671724494953948554
Quilindschy Hartman,3.0,nl NED,LB,23-289,90,19,15,3,1,0,0,1,2,0,0,0,0,12,1,0,False,8671724494953948554
Maxime Estève,5.0,fr FRA,CB,23-096,90,20,19,1,1,0,0,0,0,0,0,0,0,16,0,0,False,8671724494953948554
Hjalmar Ekdal,18.0,se SWE,CB,26-313,82,41,40,1,1,0,0,0,0,0,0,0,0,35,0,2,False,8671724494953948554
Joe Worrall,4.0,eng ENG,CB,28-232,8,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,False,8671724494953948554
Kyle Walker,2.0,eng ENG,"RB,CB",35-094,90,54,42,12,2,1,0,1,10,0,0,0,0,36,0,3,False,8671724494953948554
Martin Dúbravka,1.0,sk SVK,GK,36-227,90,39,21,18,0,0,0,0,0,0,0,0,0,19,0,0,False,8671724494953948554
Lukas Nmecha,14.0,de GER,FW,26-259,69,18,17,1,0,0,0,0,0,0,0,0,0,13,0,1,True,359525937623656880
Dominic Calvert-Lewin,9.0,eng ENG,FW,28-167,21,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,True,359525937623656880
Wilfried Gnonto,29.0,it ITA,LW,21-298,59,26,26,0,0,0,0,2,0,0,0,0,0,20,0,0,True,359525937623656880
Jack Harrison,20.0,eng ENG,LW,28-283,31,13,10,3,1,0,0,4,0,2,1,1,0,6,0,1,True,359525937623656880
Daniel James,7.0,wls WAL,RW,27-293,59,14,14,0,0,0,0,4,0,0,0,0,0,7,0,1,True,359525937623656880
Brenden Aaronson,11.0,us USA,RW,24-312,31,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,True,359525937623656880
Anton Stach,18.0,de GER,LM,26-288,90,31,28,3,0,0,1,4,0,3,2,1,0,21,0,1,True,359525937623656880
Ilia Gruev,44.0,bg BUL,CM,25-116,90,55,52,3,3,0,0,0,0,0,0,0,0,52,0,0,True,359525937623656880
Sean Longstaff,8.0,eng ENG,RM,27-304,90,36,34,1,1,0,0,0,0,0,0,0,0,30,1,1,True,359525937623656880
Gabriel Gudmundsson,3.0,se SWE,LB,26-123,79,41,35,6,0,0,0,2,6,0,0,0,0,33,0,3,True,359525937623656880
James Justin,24.0,eng ENG,LB,27-188,11,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0,True,359525937623656880
Pascal Struijk,5.0,nl NED,CB,26-019,90,63,58,5,3,0,0,0,0,0,0,0,0,59,0,1,True,359525937623656880
Joe Rodon,6.0,wls WAL,CB,27-312,90,51,47,4,2,0,0,0,2,0,0,0,0,46,0,0,True,359525937623656880
Jayden Bogle,2.0,eng ENG,RB,25-034,90,45,38,7,1,0,0,1,6,0,0,0,0,34,0,1,True,359525937623656880
Lucas Perri,1.0,br BRA,GK,27-263,90,44,32,12,3,0,0,0,0,0,0,0,0,15,0,0,True,359525937623656880
William Osula,18.0,dk DEN,FW,22-026,90,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,False,359525937623656880
Jacob Murphy,23.0,eng ENG,FW,30-187,61,17,17,0,0,0,0,3,0,0,0,0,0,11,0,1,False,359525937623656880
Anthony Elanga,20.0,se SWE,"RW,FW",23-125,29,13,13,0,0,0,0,2,0,0,0,0,0,6,0,1,False,359525937623656880
Jacob Ramsey,41.0,eng ENG,CM,24-094,45,19,19,0,0,0,0,2,0,0,0,0,0,16,0,1,False,359525937623656880
Lewis Miley,67.0,eng ENG,"RM,CM",19-121,45,31,31,0,0,0,0,1,0,0,0,0,0,25,0,1,False,359525937623656880
Sandro Tonali,8.0,it ITA,CM,25-114,90,84,81,3,0,0,1,3,0,2,0,1,0,73,0,1,False,359525937623656880
Bruno Guimarães,39.0,br BRA,"CM,LM",27-287,90,55,53,2,1,0,0,0,1,0,0,0,0,50,0,1,False,359525937623656880
Valentino Livramento,21.0,eng ENG,"LB,RB",22-291,90,56,47,9,0,0,0,1,9,0,0,0,0,48,0,2,False,359525937623656880
Dan Burn,33.0,eng ENG,CB,33-113,90,58,55,3,2,0,0,0,1,0,0,0,0,47,0,0,False,359525937623656880
Sven Botman,4.0,nl NED,CB,25-230,67,44,41,3,3,0,0,0,0,0,0,0,0,41,0,0,False,359525937623656880
Harvey Barnes,11.0,eng ENG,LW,27-264,23,10,9,1,1,0,0,0,0,0,0,0,0,9,0,1,False,359525937623656880
Fabian Schär,5.0,ch SUI,CB,33-253,90,87,85,2,1,0,0,0,0,0,0,0,0,71,0,0,False,359525937623656880
Kieran Trippier,2.0,eng ENG,RB,34-345,60,65,49,16,2,0,1,7,11,3,2,1,0,47,0,0,False,359525937623656880
Lewis Hall,3.0,eng ENG,LB,20-356,30,22,20,2,0,0,0,2,2,0,0,0,0,18,0,1,False,359525937623656880
Nick Pope,1.0,eng ENG,GK,33-133,90,30,22,8,1,0,0,0,0,0,0,0,0,24,0,0,False,359525937623656880
Chris Wood,11.0,nz NZL,FW,33-267,72,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,True,9066768538824366631
Igor Jesus,19.0,br BRA,FW,24-187,18,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0,True,9066768538824366631
Callum Hudson-Odoi,7.0,eng ENG,LW,24-297,88,40,40,0,0,0,1,8,0,0,0,0,0,29,0,3,True,9066768538824366631
Omari Hutchinson,21.0,eng ENG,LM,21-305,2,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,True,9066768538824366631
Dan Ndoye,14.0,ch SUI,RW,24-310,57,17,17,0,0,0,0,2,0,0,0,0,0,11,0,1,True,9066768538824366631
James Mcatee,24.0,eng ENG,"RW,RM",22-317,33,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,True,9066768538824366631
Morgan Gibbs-White,10.0,eng ENG,"AM,CM",25-216,90,61,60,1,0,0,0,1,0,0,0,0,0,48,0,1,True,9066768538824366631
Elliot Anderson,8.0,eng ENG,"DM,CM",22-298,90,99,87,12,1,0,0,9,2,8,5,3,0,84,0,0,True,9066768538824366631
Ibrahim Sangaré,6.0,ci CIV,DM,27-272,88,68,68,0,0,0,0,1,0,0,0,0,0,58,0,0,True,9066768538824366631
Arnaud Kalimuendo,15.0,fr FRA,FW,23-223,2,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,True,9066768538824366631
Neco Williams,3.0,wls WAL,LB,24-140,90,76,62,14,2,0,0,5,12,0,0,0,0,59,0,2,True,9066768538824366631
Murillo,5.0,br BRA,CB,23-058,90,76,76,0,0,1,0,1,0,0,0,0,0,64,0,1,True,9066768538824366631
Nikola Milenković,31.0,rs SRB,CB,27-323,90,56,56,0,0,0,0,0,0,0,0,0,0,50,0,0,True,9066768538824366631
Ola Aina,34.0,ng NGA,RB,28-327,90,57,52,5,1,0,0,7,3,1,0,0,0,49,0,2,True,9066768538824366631
Matz Sels,26.0,be BEL,GK,33-186,90,14,7,7,2,0,0,0,0,0,0,0,0,11,0,0,True,9066768538824366631
Niclas Füllkrug,11.0,de GER,FW,32-203,63,13,13,0,0,0,0,0,0,0,0,0,0,7,0,2,False,9066768538824366631
Callum Wilson,9.0,eng ENG,FW,33-185,27,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,False,9066768538824366631
Mateus Fernandes,18.0,pt POR,LW,21-052,81,25,23,2,1,0,0,2,0,1,0,1,0,21,0,1,False,9066768538824366631
Crysencio Summerville,7.0,nl NED,LW,23-305,9,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,False,9066768538824366631
Jarrod Bowen,20.0,eng ENG,RW,28-254,90,22,21,1,0,1,0,3,0,0,0,0,0,17,0,0,False,9066768538824366631
Lucas Paquetá,10.0,br BRA,AM,28-004,90,47,45,2,2,0,1,2,0,0,0,0,0,35,0,3,False,9066768538824366631
James Ward-Prowse,8.0,eng ENG,DM,30-303,74,29,23,6,2,0,1,4,0,4,2,2,0,24,0,2,False,9066768538824366631
Andy Irving,39.0,sct SCO,DM,25-110,16,10,8,2,0,0,0,0,0,2,0,0,0,10,0,0,False,9066768538824366631
Tomáš Souček,28.0,cz CZE,DM,30-185,90,31,31,0,0,0,1,1,0,0,0,0,0,24,0,2,False,9066768538824366631
El Hadji Malick Diouf,12.0,sn SEN,LB,20-246,90,34,28,6,0,0,0,5,6,0,0,0,0,23,0,1,False,9066768538824366631
Max Kilman,3.0,eng ENG,CB,28-100,90,54,44,10,2,0,0,0,0,0,0,0,0,48,0,0,False,9066768538824366631
Konstantinos Mavropanos,15.0,gr GRE,CB,27-263,90,60,59,1,1,0,1,0,0,0,0,0,0,55,0,0,False,9066768538824366631
Kyle Walker-Peters,2.0,eng ENG,RB,28-140,90,42,35,7,1,0,0,1,6,0,0,0,0,36,0,1,False,9066768538824366631
Mads Hermansen,1.0,dk DEN,GK,25-051,90,49,41,8,4,0,0,0,0,0,0,0,0,37,0,0,False,9066768538824366631
Danny Welbeck,18.0,eng ENG,FW,34-278,60,10,10,0,0,2,0,0,0,0,0,0,0,6,0,0,True,-1713628856873343821
Georginio Rutter,10.0,fr FRA,FW,23-133,30,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,True,-1713628856873343821
Kaoru Mitoma,22.0,jp JPN,"LW,LM",28-103,90,25,25,0,0,0,0,1,0,0,0,0,0,18,0,1,True,-1713628856873343821
Yankuba Minteh,11.0,gm GAM,RW,21-040,89,20,19,0,0,0,1,0,0,0,0,0,0,9,1,1,True,-1713628856873343821
Diego Coppola,42.0,it ITA,CB,21-246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,-1713628856873343821
Diego Gómez,25.0,py PAR,AM,22-157,60,12,9,3,0,0,0,1,0,1,1,0,0,7,0,3,True,-1713628856873343821
Brajan Gruda,8.0,de GER,"AM,RM",21-092,30,5,4,1,1,0,0,0,0,0,0,0,0,5,0,0,True,-1713628856873343821
Jack Hinshelwood,13.0,eng ENG,DM,20-142,60,20,20,0,0,0,0,0,0,0,0,0,0,17,0,1,True,-1713628856873343821
Yasin Ayari,26.0,se SWE,"DM,CM",21-329,30,10,7,3,2,0,0,3,0,1,1,0,0,8,0,0,True,-1713628856873343821
Carlos Baleba,17.0,cm CMR,DM,21-240,60,18,17,1,1,0,0,0,0,0,0,0,0,14,0,0,True,-1713628856873343821
James Milner,20.0,eng ENG,"DM,CM",39-239,30,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,True,-1713628856873343821
Maxim De Cuyper,29.0,be BEL,LB,24-252,90,56,45,11,5,0,0,3,5,1,1,0,0,40,0,1,True,-1713628856873343821
Lewis Dunk,5.0,eng ENG,CB,33-283,90,42,40,2,0,0,0,0,0,0,0,0,0,37,0,0,True,-1713628856873343821
Jan Paul van Hecke,6.0,nl NED,CB,25-084,90,40,40,0,0,0,2,0,0,0,0,0,0,34,0,0,True,-1713628856873343821
Joël Veltman,34.0,nl NED,RB,33-228,90,26,16,10,3,1,0,0,7,0,0,0,0,18,0,1,True,-1713628856873343821
Bart Verbruggen,1.0,nl NED,GK,23-013,90,44,34,10,1,0,0,0,0,0,0,0,0,27,0,0,True,-1713628856873343821
Erling Haaland,9.0,no NOR,FW,25-041,90,9,7,2,0,0,0,0,0,0,0,0,0,6,0,0,False,-1713628856873343821
Omar Marmoush,7.0,eg EGY,LW,26-205,71,27,27,0,0,2,0,0,0,0,0,0,0,23,0,2,False,-1713628856873343821
Jeremy Doku,11.0,be BEL,LW,23-096,19,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,False,-1713628856873343821
Oscar Bobb,52.0,no NOR,RW,22-050,90,31,30,1,0,1,0,1,1,0,0,0,0,26,0,1,False,-1713628856873343821
Tijjani Reijnders,4.0,nl NED,"LM,RM",27-033,90,63,59,4,1,1,0,3,0,2,2,0,0,55,0,3,False,-1713628856873343821
Rodri,16.0,es ESP,CM,29-070,90,100,94,6,6,0,0,0,0,0,0,0,0,87,0,0,False,-1713628856873343821
Bernardo Silva,20.0,pt POR,RM,31-021,71,52,50,2,2,0,0,0,0,0,0,0,0,44,0,1,False,-1713628856873343821
Nico O’Reilly,33.0,eng ENG,LM,20-163,19,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,False,-1713628856873343821
Rayan Aït-Nouri,21.0,dz ALG,LB,24-086,90,44,33,11,1,0,0,1,10,0,0,0,0,36,0,3,False,-1713628856873343821
Abdukodir Khusanov,45.0,uz UZB,CB,21-183,84,67,62,5,4,0,0,0,0,0,0,0,0,59,0,2,False,-1713628856873343821
Rúben Dias,3.0,pt POR,CB,28-109,6,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,False,-1713628856873343821
John Stones,5.0,eng ENG,CB,31-095,90,72,68,4,3,0,0,0,0,0,0,0,0,70,0,1,False,-1713628856873343821
Matheus Nunes,27.0,pt POR,RB,27-004,84,53,48,5,0,0,0,0,5,0,0,0,0,47,0,1,False,-1713628856873343821
Rico Lewis,82.0,eng ENG,RB,20-283,6,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,False,-1713628856873343821
James Trafford,1.0,eng ENG,GK,22-325,90,45,41,4,0,0,0,0,0,0,0,0,0,35,0,0,False,-1713628856873343821
Hugo Ekitike,22.0,fr FRA,FW,23-072,78,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,True,6268229335584774039
Federico Chiesa,14.0,it ITA,FW,27-310,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True,6268229335584774039
Cody Gakpo,18.0,nl NED,LW,26-116,90,18,17,1,0,0,0,0,0,1,0,0,0,14,0,1,True,6268229335584774039
Mohamed Salah,11.0,eg EGY,RW,33-077,90,22,22,0,0,1,0,2,0,0,0,0,0,12,0,1,True,6268229335584774039
Florian Wirtz,7.0,de GER,AM,22-120,88,30,27,2,1,0,0,1,0,1,1,0,0,20,1,2,True,6268229335584774039
Wataru Endo,3.0,jp JPN,CM,32-203,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,6268229335584774039
Alexis Mac Allister,10.0,ar ARG,DM,26-250,60,25,23,2,1,0,1,0,0,0,0,0,0,21,0,1,True,6268229335584774039
Curtis Jones,17.0,eng ENG,"DM,CM",24-213,30,22,22,0,0,0,0,0,0,0,0,0,0,21,0,0,True,6268229335584774039
Ryan Gravenberch,38.0,nl NED,"DM,CM",23-107,90,57,57,0,0,1,1,0,0,0,0,0,0,47,0,1,True,6268229335584774039
Milos Kerkez,6.0,hu HUN,LB,21-297,90,38,29,9,2,0,0,2,7,0,0,0,0,30,0,1,True,6268229335584774039
Virgil van Dijk,4.0,nl NED,CB,34-054,90,81,73,8,3,1,2,0,0,0,0,0,0,73,0,0,True,6268229335584774039
Ibrahima Konaté,5.0,fr FRA,CB,26-098,78,44,43,1,1,0,0,0,0,0,0,0,0,44,0,0,True,6268229335584774039
Joe Gomez,2.0,eng ENG,CB,28-100,12,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,True,6268229335584774039
Dominik Szoboszlai,8.0,hu HUN,RB,24-310,90,66,52,14,1,0,0,2,12,1,1,0,0,56,0,0,True,6268229335584774039
Alisson,1.0,br BRA,GK,32-333,90,50,48,2,0,0,1,0,0,0,0,0,0,41,0,0,True,6268229335584774039
Viktor Gyökeres,14.0,se SWE,FW,27-088,90,8,8,0,0,0,0,1,0,0,0,0,0,6,0,1,False,6268229335584774039
Gabriel Martinelli,11.0,br BRA,LW,24-074,69,8,8,0,0,0,0,1,0,0,0,0,0,6,0,2,False,6268229335584774039
Eberechi Eze,10.0,eng ENG,LW,27-063,21,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,False,6268229335584774039
Noni Madueke,20.0,eng ENG,RW,23-174,88,18,18,0,0,0,0,2,0,0,0,0,0,9,0,2,False,6268229335584774039
Max Dowman,56.0,eng ENG,RW,15-243,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,False,6268229335584774039
Declan Rice,41.0,eng ENG,LM,26-229,90,60,50,10,1,0,0,7,1,7,1,6,0,48,0,0,False,6268229335584774039
Martín Zubimendi,36.0,es ESP,CM,26-210,90,41,40,1,1,0,0,0,0,0,0,0,0,34,0,2,False,6268229335584774039
Mikel Merino,23.0,es ESP,RM,29-070,69,23,23,0,0,0,0,1,0,0,0,0,0,17,0,1,False,6268229335584774039
Martin Ødegaard,8.0,no NOR,RM,26-257,21,20,18,2,0,0,0,1,0,1,1,0,0,16,0,0,False,6268229335584774039
Riccardo Calafiori,33.0,it ITA,LB,23-104,90,47,37,10,0,0,0,2,10,0,0,0,0,36,0,3,False,6268229335584774039
Gabriel Magalhães,6.0,br BRA,CB,27-255,90,41,38,3,0,0,0,0,0,0,0,0,0,36,0,0,False,6268229335584774039
William Saliba,2.0,fr FRA,CB,24-160,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6268229335584774039
Cristhian Mosquera,3.0,es ESP,CB,21-065,86,51,51,0,0,0,0,0,0,0,0,0,0,47,0,0,False,6268229335584774039
Jurriën Timber,12.0,nl NED,RB,24-075,90,32,27,5,0,0,0,2,5,0,0,0,0,25,0,1,False,6268229335584774039
David Raya,1.0,es ESP,GK,29-350,90,51,44,7,5,0,0,0,0,0,0,0,0,36,0,0,False,6268229335584774039
Ollie Watkins,11.0,eng ENG,FW,29-244,90,11,10,1,0,0,0,0,0,0,0,0,0,10,0,0,True,7213380193673575030
Evann Guessand,29.0,ci CIV,LW,24-061,45,11,11,0,0,0,0,1,0,0,0,0,0,10,0,1,True,7213380193673575030
Emi Buendía,10.0,ar ARG,"AM,CM",28-249,45,27,24,3,0,0,0,0,1,0,0,0,0,24,0,0,True,7213380193673575030
Donyell Malen,17.0,nl NED,"RW,AM",26-234,82,17,14,3,0,0,0,2,0,3,0,0,0,11,0,2,True,7213380193673575030
Lucas Digne,12.0,fr FRA,WB,32-042,8,7,5,2,0,0,0,2,1,1,1,0,0,5,0,0,True,7213380193673575030
Morgan Rogers,27.0,eng ENG,"AM,LW",23-036,90,24,23,1,0,0,0,0,0,0,0,0,0,16,0,0,True,7213380193673575030
Youri Tielemans,8.0,be BEL,"DM,CM",28-116,90,82,76,6,6,1,2,1,0,0,0,0,0,73,0,1,True,7213380193673575030
John McGinn,7.0,sct SCO,DM,30-317,73,50,47,3,2,0,0,4,0,1,1,0,0,38,0,1,True,7213380193673575030
Pau Torres,14.0,es ESP,CB,28-227,17,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0,True,7213380193673575030
Ian Maatsen,22.0,nl NED,"LB,WB",23-174,87,84,69,15,1,0,0,9,11,3,0,3,0,71,0,2,True,7213380193673575030
Lamare Bogarde,26.0,nl NED,CM,21-238,3,7,6,1,1,0,0,0,0,0,0,0,0,7,0,0,True,7213380193673575030
Tyrone Mings,5.0,eng ENG,CB,32-171,90,69,66,3,3,0,0,0,0,0,0,0,0,64,0,0,True,7213380193673575030
Ezri Konsa,4.0,eng ENG,CB,27-312,90,87,85,2,1,0,0,1,1,0,0,0,0,83,0,0,True,7213380193673575030
Matty Cash,2.0,pl POL,RB,28-024,73,67,57,10,2,0,0,8,6,2,1,1,0,55,0,2,True,7213380193673575030
Bradley Paul Burrowes,83.0,eng ENG,WB,17-180,17,8,8,0,0,0,0,3,0,0,0,0,0,3,0,1,True,7213380193673575030
Marco Bizot,40.0,nl NED,GK,34-174,90,22,19,3,0,0,0,0,0,0,0,0,0,22,0,0,True,7213380193673575030
Jean-Philippe Mateta,14.0,fr FRA,FW,28-064,84,13,13,0,0,1,0,1,0,0,0,0,0,7,0,3,False,7213380193673575030
Justin Devenny,55.0,nir NIR,CM,21-324,6,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,False,7213380193673575030
Daichi Kamada,18.0,jp JPN,"AM,CM",29-026,85,37,35,2,1,2,0,1,0,0,0,0,0,32,0,0,False,7213380193673575030
Nathaniel Clyne,17.0,eng ENG,WB,34-148,5,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,False,7213380193673575030
Ismaila Sarr,7.0,sn SEN,"AM,FW",27-187,90,22,22,0,0,0,0,0,0,0,0,0,0,17,0,0,False,7213380193673575030
Will Hughes,19.0,eng ENG,CM,30-136,70,27,26,1,1,0,0,0,0,0,0,0,0,25,0,0,False,7213380193673575030
Yeremi Pino,10.0,es ESP,AM,22-315,20,14,13,1,0,0,0,0,0,1,0,0,0,13,0,1,False,7213380193673575030
Adam Wharton,20.0,eng ENG,CM,21-206,55,33,33,0,0,0,0,0,0,0,0,0,0,29,0,1,False,7213380193673575030
